Channel,Category,Sub Category,Manufacturer,Brand,Revenue,Date,Units,Price,Price Tier
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,9206934,12/1/2018,15,613796,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,5731075,12/1/2018,88,65126,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,494004,12/1/2018,86,5744,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,1486453,12/1/2018,20,74323,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,234065,12/1/2018,10,23407,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,10978227,12/1/2018,93,118045,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,227891,12/1/2018,24,9495,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,128972,12/1/2018,45,2866,b.$25 - $50
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,1/1/2019,12,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,5703917,1/1/2019,35,162969,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,15021380,1/1/2019,42,357652,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,642,1/1/2019,26,25,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,3215705,1/1/2019,8,401963,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,4761466,1/1/2019,87,54729,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,2517734,1/1/2019,84,29973,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,223763,1/1/2019,17,13163,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,27026,1/1/2019,93,291,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,62339,1/1/2019,49,1272,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,5100311,1/1/2019,75,68004,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,63299,1/1/2019,80,791,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,60004,1/1/2019,100,600,a.less than $25
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,2/1/2019,91,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,8602298,2/1/2019,19,452753,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,23181476,2/1/2019,1,23181476,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,63318,2/1/2019,70,905,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,3504371,2/1/2019,14,250312,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,5221579,2/1/2019,75,69621,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,2946150,2/1/2019,15,196410,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,272873,2/1/2019,77,3544,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,38117,2/1/2019,2,19059,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,67350,2/1/2019,5,13470,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,5377071,2/1/2019,86,62524,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,55596,2/1/2019,46,1209,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,69510,2/1/2019,28,2483,a.less than $25
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,8045.43,3/1/2019,57,141,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,8606572,3/1/2019,89,96703,c.$50 - $100
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,25757151,3/1/2019,67,384435,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,147757,3/1/2019,71,2081,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,4835600,3/1/2019,64,75556,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,7726289,3/1/2019,59,130954,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,4103300,3/1/2019,42,97698,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,365492,3/1/2019,14,26107,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,43522,3/1/2019,69,631,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,83136,3/1/2019,15,5542,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,8783023,3/1/2019,43,204256,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,87781,3/1/2019,6,14630,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,134792,3/1/2019,50,2696,b.$25 - $50
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,4/1/2019,19,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,7503353,4/1/2019,51,147125,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,23919402,4/1/2019,50,478388,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,53611,4/1/2019,43,1247,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,4011774,4/1/2019,16,250736,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,6451208,4/1/2019,45,143360,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,3321226,4/1/2019,90,36903,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,273392,4/1/2019,62,4410,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,27278,4/1/2019,93,293,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,75359,4/1/2019,27,2791,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,7103328,4/1/2019,68,104461,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,58183,4/1/2019,20,2909,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,121094,4/1/2019,17,7123,c.$50 - $100
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,5/1/2019,34,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,7818642,5/1/2019,15,521243,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,31471520,5/1/2019,64,491743,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,23060,5/1/2019,41,562,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,4791586,5/1/2019,78,61431,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,5752818,5/1/2019,98,58702,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,2977052,5/1/2019,69,43146,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,285888,5/1/2019,64,4467,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,21113,5/1/2019,2,10557,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,80570,5/1/2019,18,4476,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,5197836,5/1/2019,6,866306,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,49818,5/1/2019,22,2264,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,165774,5/1/2019,47,3527,b.$25 - $50
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,6/1/2019,24,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,14855403,6/1/2019,14,1061100,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,22720922,6/1/2019,93,244311,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,18630,6/1/2019,61,305,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,4465142,6/1/2019,48,93024,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,6410661,6/1/2019,18,356148,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,3129367,6/1/2019,93,33649,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,334671,6/1/2019,39,8581,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,13696,6/1/2019,17,806,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,99011,6/1/2019,62,1597,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,6530506,6/1/2019,79,82665,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,53692,6/1/2019,91,590,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,232716,6/1/2019,7,33245,c.$50 - $100
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,7/1/2019,34,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,8073880,7/1/2019,25,322955,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,19726528,7/1/2019,30,657551,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,13768,7/1/2019,97,142,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,3760337,7/1/2019,54,69636,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,5066690,7/1/2019,77,65801,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,2603265,7/1/2019,10,260327,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,235157,7/1/2019,28,8398,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,339408,7/1/2019,24,14142,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,71496,7/1/2019,8,8937,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,5312540,7/1/2019,20,265627,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,59604,7/1/2019,25,2384,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,139126,7/1/2019,16,8695,c.$50 - $100
MASS,FRAG MASS,WOMEN,CHANEL INC,CHANEL,0,8/1/2019,75,0,a.less than $25
PRESTIGE,FRAGRANCES,MEN,CHANEL INC,CHANEL,8286759,8/1/2019,2,4143380,d.$100+
PRESTIGE,FRAGRANCES,WOMEN,CHANEL INC,CHANEL,20173819,8/1/2019,22,916992,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,CHANEL INC,CHANEL,9131,8/1/2019,96,95,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,CHANEL INC,CHANEL,3568663,8/1/2019,30,118955,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,CHANEL INC,CHANEL,4772233,8/1/2019,58,82280,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,CHANEL INC,CHANEL,2885943,8/1/2019,59,48914,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,CHANEL INC,CHANEL,236833,8/1/2019,53,4469,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,CHANEL INC,CHANEL,39402,8/1/2019,15,2627,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,CHANEL INC,CHANEL,70280,8/1/2019,70,1004,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,CHANEL INC,CHANEL,5067425,8/1/2019,91,55686,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,CHANEL INC,CHANEL,45225,8/1/2019,80,565,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,CHANEL INC,CHANEL,105882,8/1/2019,2,52941,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,ESTEE LAUDER INC,CLINIQUE,0,8/1/2017,5,0,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,ESTEE LAUDER INC,CLINIQUE,0,8/1/2017,59,0,a.less than $25
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,ESTEE LAUDER INC,CLINIQUE,15.2,8/1/2017,74,0,a.less than $25
MASS,FRAG MASS,MEN,ESTEE LAUDER INC,CLINIQUE,19505.953,8/1/2017,81,241,a.less than $25
MASS,FRAG MASS,WOMEN,ESTEE LAUDER INC,CLINIQUE,89478.354,8/1/2017,37,2418,a.less than $25
PRESTIGE,FRAGRANCES,MEN,ESTEE LAUDER INC,CLINIQUE,300667,8/1/2017,92,3268,b.$25 - $50
PRESTIGE,FRAGRANCES,WOMEN,ESTEE LAUDER INC,CLINIQUE,3430166,8/1/2017,26,131929,d.$100+
PRESTIGE,HAIR CARE,HAIR DRY SHAMPOO,ESTEE LAUDER INC,CLINIQUE,0,8/1/2017,90,0,a.less than $25
PRESTIGE,HAIR CARE,HAIR SPRAY,ESTEE LAUDER INC,CLINIQUE,63204,8/1/2017,93,680,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,ESTEE LAUDER INC,CLINIQUE,22653,8/1/2017,35,647,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,ESTEE LAUDER INC,CLINIQUE,13613615,8/1/2017,28,486201,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,26240433,8/1/2017,94,279154,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,ESTEE LAUDER INC,CLINIQUE,5871011,8/1/2017,29,202449,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,ESTEE LAUDER INC,CLINIQUE,174,8/1/2017,55,3,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,ESTEE LAUDER INC,CLINIQUE,166798,8/1/2017,45,3707,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,ESTEE LAUDER INC,CLINIQUE,556422,8/1/2017,9,61825,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,42994228,8/1/2017,28,1535508,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,ESTEE LAUDER INC,CLINIQUE,1464127,8/1/2017,76,19265,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,ESTEE LAUDER INC,CLINIQUE,1009390,8/1/2017,75,13459,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,ESTEE LAUDER INC,CLINIQUE,0,9/1/2017,87,0,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,ESTEE LAUDER INC,CLINIQUE,0,9/1/2017,1,0,a.less than $25
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,ESTEE LAUDER INC,CLINIQUE,0,9/1/2017,62,0,a.less than $25
MASS,FRAG MASS,MEN,ESTEE LAUDER INC,CLINIQUE,18289.696,9/1/2017,55,333,a.less than $25
MASS,FRAG MASS,WOMEN,ESTEE LAUDER INC,CLINIQUE,118490.287,9/1/2017,59,2008,a.less than $25
PRESTIGE,FRAGRANCES,MEN,ESTEE LAUDER INC,CLINIQUE,390850,9/1/2017,64,6107,c.$50 - $100
PRESTIGE,FRAGRANCES,WOMEN,ESTEE LAUDER INC,CLINIQUE,5000567,9/1/2017,69,72472,c.$50 - $100
PRESTIGE,HAIR CARE,HAIR DRY SHAMPOO,ESTEE LAUDER INC,CLINIQUE,0,9/1/2017,28,0,a.less than $25
PRESTIGE,HAIR CARE,HAIR SPRAY,ESTEE LAUDER INC,CLINIQUE,78000,9/1/2017,93,839,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,ESTEE LAUDER INC,CLINIQUE,30140,9/1/2017,85,355,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,ESTEE LAUDER INC,CLINIQUE,16978117,9/1/2017,4,4244529,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,32917027,9/1/2017,31,1061840,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,ESTEE LAUDER INC,CLINIQUE,8314040,9/1/2017,54,153964,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,ESTEE LAUDER INC,CLINIQUE,263,9/1/2017,80,3,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,ESTEE LAUDER INC,CLINIQUE,920730,9/1/2017,72,12788,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,ESTEE LAUDER INC,CLINIQUE,696312,9/1/2017,75,9284,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,56158594,9/1/2017,92,610420,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,ESTEE LAUDER INC,CLINIQUE,2837012,9/1/2017,83,34181,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,ESTEE LAUDER INC,CLINIQUE,1165946,9/1/2017,91,12813,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,ESTEE LAUDER INC,CLINIQUE,0,10/1/2017,12,0,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,ESTEE LAUDER INC,CLINIQUE,0,10/1/2017,54,0,a.less than $25
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,ESTEE LAUDER INC,CLINIQUE,0,10/1/2017,66,0,a.less than $25
MASS,FRAG MASS,MEN,ESTEE LAUDER INC,CLINIQUE,26153.09,10/1/2017,10,2615,b.$25 - $50
MASS,FRAG MASS,WOMEN,ESTEE LAUDER INC,CLINIQUE,101354.594,10/1/2017,49,2068,a.less than $25
PRESTIGE,FRAGRANCES,MEN,ESTEE LAUDER INC,CLINIQUE,323332,10/1/2017,81,3992,b.$25 - $50
PRESTIGE,FRAGRANCES,WOMEN,ESTEE LAUDER INC,CLINIQUE,4109155,10/1/2017,72,57072,c.$50 - $100
PRESTIGE,HAIR CARE,HAIR DRY SHAMPOO,ESTEE LAUDER INC,CLINIQUE,0,10/1/2017,38,0,a.less than $25
PRESTIGE,HAIR CARE,HAIR SPRAY,ESTEE LAUDER INC,CLINIQUE,45670,10/1/2017,64,714,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,ESTEE LAUDER INC,CLINIQUE,22669,10/1/2017,68,333,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,ESTEE LAUDER INC,CLINIQUE,11860980,10/1/2017,39,304128,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,24411744,10/1/2017,90,271242,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,ESTEE LAUDER INC,CLINIQUE,6117105,10/1/2017,97,63063,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,ESTEE LAUDER INC,CLINIQUE,237,10/1/2017,21,11,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,ESTEE LAUDER INC,CLINIQUE,3298403,10/1/2017,10,329840,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,ESTEE LAUDER INC,CLINIQUE,467285,10/1/2017,75,6230,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,37822383,10/1/2017,4,9455596,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,ESTEE LAUDER INC,CLINIQUE,4386894,10/1/2017,93,47171,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,ESTEE LAUDER INC,CLINIQUE,715242,10/1/2017,45,15894,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,ESTEE LAUDER INC,CLINIQUE,0,11/1/2017,36,0,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,ESTEE LAUDER INC,CLINIQUE,0,11/1/2017,32,0,a.less than $25
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,ESTEE LAUDER INC,CLINIQUE,0,11/1/2017,71,0,a.less than $25
MASS,FRAG MASS,MEN,ESTEE LAUDER INC,CLINIQUE,28574.78,11/1/2017,5,5715,c.$50 - $100
MASS,FRAG MASS,WOMEN,ESTEE LAUDER INC,CLINIQUE,105589.368,11/1/2017,93,1135,a.less than $25
PRESTIGE,FRAGRANCES,MEN,ESTEE LAUDER INC,CLINIQUE,422737,11/1/2017,71,5954,c.$50 - $100
PRESTIGE,FRAGRANCES,WOMEN,ESTEE LAUDER INC,CLINIQUE,6238226,11/1/2017,24,259926,d.$100+
PRESTIGE,HAIR CARE,HAIR DRY SHAMPOO,ESTEE LAUDER INC,CLINIQUE,0,11/1/2017,70,0,a.less than $25
PRESTIGE,HAIR CARE,HAIR SPRAY,ESTEE LAUDER INC,CLINIQUE,44198,11/1/2017,86,514,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,ESTEE LAUDER INC,CLINIQUE,19581,11/1/2017,5,3916,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,ESTEE LAUDER INC,CLINIQUE,11675335,11/1/2017,26,449051,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,21610659,11/1/2017,43,502573,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,ESTEE LAUDER INC,CLINIQUE,5265975,11/1/2017,88,59841,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,ESTEE LAUDER INC,CLINIQUE,-20,11/1/2017,63,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,ESTEE LAUDER INC,CLINIQUE,5073530,11/1/2017,63,80532,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL BODY,ESTEE LAUDER INC,CLINIQUE,460754,11/1/2017,87,5296,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,36209459,11/1/2017,77,470253,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,ESTEE LAUDER INC,CLINIQUE,6438257,11/1/2017,65,99050,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,ESTEE LAUDER INC,CLINIQUE,585671,11/1/2017,25,23427,c.$50 - $100
MASS,FACIAL SKIN CARE,DAY FACIAL MOISTURIZER,ESTEE LAUDER INC,CLINIQUE,0,12/1/2017,89,0,a.less than $25
MASS,FACIAL SKIN CARE,FACIAL TREATMENT,ESTEE LAUDER INC,CLINIQUE,0,12/1/2017,1,0,a.less than $25
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,ESTEE LAUDER INC,CLINIQUE,0,12/1/2017,73,0,a.less than $25
MASS,FRAG MASS,MEN,ESTEE LAUDER INC,CLINIQUE,39013.6,12/1/2017,74,527,a.less than $25
MASS,FRAG MASS,WOMEN,ESTEE LAUDER INC,CLINIQUE,367679.616,12/1/2017,21,17509,c.$50 - $100
PRESTIGE,FRAGRANCES,MEN,ESTEE LAUDER INC,CLINIQUE,1294501,12/1/2017,31,41758,c.$50 - $100
PRESTIGE,FRAGRANCES,WOMEN,ESTEE LAUDER INC,CLINIQUE,16566527,12/1/2017,46,360142,d.$100+
PRESTIGE,HAIR CARE,HAIR DRY SHAMPOO,ESTEE LAUDER INC,CLINIQUE,0,12/1/2017,37,0,a.less than $25
PRESTIGE,HAIR CARE,HAIR SPRAY,ESTEE LAUDER INC,CLINIQUE,63321,12/1/2017,60,1055,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,ESTEE LAUDER INC,CLINIQUE,30319,12/1/2017,99,306,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,ESTEE LAUDER INC,CLINIQUE,17234492,12/1/2017,75,229793,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,ESTEE LAUDER INC,CLINIQUE,30697801,12/1/2017,33,930236,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,ESTEE LAUDER INC,CLINIQUE,8209587,12/1/2017,25,328383,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL NAIL,ESTEE LAUDER INC,CLINIQUE,91,12/1/2017,46,2,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,ESTEE LAUDER INC,CLINIQUE,4721567,12/1/2017,9,524619,d.$100+
